user,tweet,sentiment
NoviniRosii,бирюлевск убийц не жалеет о содея  #бирюлево,3
NoviniRosii,толлп мигрант собра в #бирюлево ,3
NoviniRosii,зейнал призна в убийств егор щербаков    #бирюлево,2
NoviniRosii,у метр «пражская» в москв задержа окол  человек    #бирюлево #рязань #егора щербаков,2
NoviniRosii,полиц задержива участник акц националист у метр пражск    #бирюлево #рязань #егора щербаков,2
NoviniRosii,убийц егор щербаков задержа в коломн   #бирюлево #рязань,2
NoviniRosii,убийц егор щербаков задержа в коломн #бирюлево ,2
NoviniRosii,начальник московск полиц увол глав овд «бирюлев западное»   #бирюлево егор щербаков,2
NoviniRosii,предполага убийц егор щербаков установл #бирюлево ,2
NoviniRosii,власт беспорядк #бирюлево спровоцирова националист ,3
NoviniRosii,заммэр возлага ответствен за беспорядк в #бирюлево на кучк отморожен националист ,3
NoviniRosii,жител западн #бирюлево в москв привлекут к патрулирован район ,2
NoviniRosii,#navalny счита волнен в #бирюлево следств недовер жител власт ,2
NoviniRosii,навальн счита волнен в бирюлев следств недовер жител власт  #бирюлево,2
NoviniRosii,полиц установ круг возможн причастн к убийств егор щербаков #бирюлево ,2
NoviniRosii,движен по улиц москв ограничат изз курбанбайрам  #бирюлево,2
NoviniRosii,движен по ряд улиц москв ограничат изз курбанбайрам  #бирюлево ,2
NoviniRosii,собянин долож путин о событ в #бирюлево ,2
NoviniRosii,собянин долож путин о событ в #бирюлево ,2
NoviniRosii,жительниц #бирюлево: жит страшн зде ,3
NoviniRosii,мешканк #бирюлево: жит страшн тут ,IRR
NoviniRosii,столичн полиц навод порядок на московск овощебаз  #бирюлево,3
NoviniRosii,онищенк объяв о закрыт овощн баз в бирюлев  #бирюлево,2
NoviniRosii,в#жириновск выступ за разработк трехлетн программ по отказ от труд мигрант  #бирюлево,2
NoviniRosii,в москв план вулка и перекрыт манежн площад  #бирюлево #беспорядки #погром ,2
NoviniRosii,бит арбуз и перевернут автомоб результат погром в бирюлев  #бирюлево ,3
NoviniRosii,в главк мвд заявля что им уда взят под контрол ситуац в #бирюлево ,2
NoviniRosii,полиц установ подозрева в убийств жител #бирюлево ,2
NoviniRosii,пят полицейск ран при задержан нарушител порядк в бирюлев  #бирюлево,3
NoviniRosii,сейчас на канал росс владимир солов о беспорядк в бирюлев  #бирюлево,2
NoviniRosii,числ задержа во врем акц на юг москв достигл  человек  #бирюлево ,2
NoviniRosii,бит арбуз и перевернут автомоб результат погром в бирюлев  #бирюлево ,3
NoviniRosii,в москв план вулка и перекрыт манежн площад  #бирюлево #беспорядки #погром ,2
NoviniRosii,гумвд готов объяв в розыск подозрева в убийств в бирюлев  #бирюлево ,2
NoviniRosii,ещ окол  человек задержа за противоправн действ в район станц бирюлевотоварн  #бирюлево #народныйсход,2
NoviniRosii,эпицентр беспорядк в москв перемест  к жд станц бирюлевотоварн  #бирюлево #народныйсход,2
NoviniRosii,слов бирюлев на кириллиц попа в миров тренд   #бирюлево #народныйсход,2
NoviniRosii,в москв изз погром введ план вулка    #бирюлево #народныйсход,2
NoviniRosii,в москв в бирюлев националист штурм овощн баз      #бирюлево,3
NoviniRosii,а в чем отлич украинск националист от русск   #бирюлево,2
NoviniRosii,_ незалежн поддержива   #бирюлево,1
NoviniRosii,незалежн поддержива  #бирюлево,1
NoviniRosii,ещ окол  человек задержа за противоправн действ в район станц бирюлевотоварн  #бирюлево #народныйсход,2
NoviniRosii,эпицентр беспорядк в москв перемест  к жд станц бирюлевотоварн  #бирюлево #народныйсход,2
NoviniRosii,слов бирюлев на кириллиц попа в миров тренд   #бирюлево #народныйсход,2
NoviniRosii,в москв изз погром введ план вулка    #бирюлево #народныйсход,2
NoviniRosii,в москв националист штурм овощн баз     #народныйсход,3
krgzr,#бирюлево  он руга я сказа    бирюлевск убийц рассказыва как реза егор щербаков эксклюзивн ви ,3
krgzr,#бирюлево избит семейн пар восточн внешност у женщин слома ребр а у мужчин  нос забра в скор помощ,3
krgzr,в #бирюлево видел задымлен в заброшен детск сад приеха пожарн очевидц говор про бега  по крыш малолеток,3
krgzr,#бирюлево #пражская трансляц …,2
krgzr,родител подума где наход ваш дет может быт он бега от мент в #бирюлево? фот инструктор ,3
krgzr,школьник рвут помоч #бирюлево. жител дума как школот выгна с район мног ещ вчер поб машин ,3
krgzr,#бирюлево. замеч окол  нелегал возл мусоросжигательн завод котор выдвинул предположительн в сторон мпражск,3
krgzr,#бирюлево район ул востриковск человек  в бел маск по  лет напа на лкн,3
krgzr,#бирюлево драк ориентировочн националист поб двух мигрант,3
krgzr,полиц уеха с поста! #бирюлево ест пострада журналист!,3
krgzr,#бирюлево сзад трц бирюз машин едут на аварийк возл скейтпарк скандир молодеж местн их не узна,2
krgzr,#бирюлево разб ещ три машин одн из них красн пятерк,3
krgzr,#бирюлево толп двига обратн в сторон управ скор всег он слышат переговор патрул из местн,2
krgzr,#бирюлево толп националист гром машин очевидц сообща о драк  прот ,3
krgzr,#бирюлево ноч националист омон дружинник завтр курбанбайрам!,3
krgzr,#бирюлево  лкн убега от  русск на футбольн пол  неопозна люд собра,3
krgzr,у трц бирюз в #бирюлево нача задержан звучат призыв направля в префектур,3
krgzr,#бирюлево местн жител согласовыва народн патрул без  как неожидан,3
krgzr,#бирюлево увидел организова групп молодеж котор скандир стандартн москв для москвичей!,3
krgzr, а  так вообщ на шверник прост так мим #бирюлево проход ,2
krgzr, их совс не был в #бирюлево: ,2
krgzr,#бирюлево  окол трц бирюз местн жител говор хот так политик с нам реш поговор,1
krgzr,как переворачива газел в #бирюлево: _…,3
krgzr,#бирюлево видел две занижен приор котор уезжа под конво полиц пыта узна номер полицеск,2
krgzr,#бирюлево по сообщен очевидц в одн из дом разбит окн напада задержа,3
krgzr,#бирюлево продолжа приход сведен из керч по сред дорог останов машин с вооружен кавказцамисвидетел настаива на эт,3
krgzr,#бирюлево виде погром на станц бирюлевотоварн _…,2
krgzr,#бирюлево восточн активир мигрант все с телефон по некотор дан туд направ групп местн жител,2
krgzr,#бирюлево товарн разгромл две палатк и станц избит лкн заступ местн за кавказц,3
krgzr,#бирюлево посл товарн собира идт на пассажирк продолжа погром,3
krgzr,#бирюлево на товарк перевернут машин и гром арбузник,3
krgzr,тем времен на #бирюлево товарн гром арбузн лавк,3
krgzr,#бирюлево возл разгромлен трц бирюз полицейск припаркова автомоб и нача достава оруж из багажник,3
krgzr,#бирюлево бьют лкн на улиц мединск возл магазин авоськ,3
krgzr,со сторон беларуск направля колон вв и полиц #бирюлево,2
krgzr,#бирюлево омон медлен но верн заполня сво автозак,3
krgzr,на харьковск шосс гром машин приезж на овощебаз омон бьет люд #бирюлево,3
krgzr,на #бирюлево восточн окол каф изюминк в сторон керч вид окол  кавказц,3
krgzr,две групп гражда направля в сторон #бирюлево пассажирск идут с восточк,2
krgzr,с #бирюлево восточн направля ещ одн толп гражда,2
krgzr,#бирюлево виде разгром тц бирюз # …,3
krgzr,виде разгр #бирюлево; # … ,3
krgzr,#бирюлево  драк с омон ,3
krgzr, эт уж не сколот эмал #бирюлево в начал сход был замеч националист из рус ,3
krgzr,#бирюлево перевернут газел ,3
krgzr,#общество #религия  в #бирюлево готов народн сход в знак протест прот убийств земляк    в московск  ,3
Estraniero,эволюц протест не произошл скор — деградац в голов вмест прежн разрух — погр #бирюлево …,3
Estraniero, ес­л на­зы­ва ве­щ сво­и­м име­на­м стра­н «мо­раль­но» го­то­в к фа­шиз­м #бирюлево,3
Estraniero,  владимир #якунин выраз готовн выкуп бирюлевск овощебаз и оборудова в не филиа шубохранилищ #бирюлево,3
Estraniero,ест гипотез что люд из бирюлев западн и ест русск народ #бирюлево #россия …,3
Estraniero,существ ли российск государств да чист символическ #россия #бирюлево …,3
Estraniero,угрожа путин реза русск — эт как угрожа гитлер реза евре #бирюлево #россия _…,3
Estraniero,  привод к министр преступник а преступник  #путин #бирюлево,3
Estraniero,найдут ли убийц поката ли на вертолет посмотр ли им в глаз колокольц  #бирюлево,3
Estraniero, _ импер нанос ответн удар по орхан  #бирюлево #россия,3
Estraniero, на­си­л от бес­си­л #бирюлево #коррупция,3
Estraniero, бунт окра­ин #бирюлево #россия,3
Estraniero,кат романовск  дел всетак в кавказск акцент по крайн мер и в нем тож #бирюлево __…,3
Estraniero,власт эт тож выгодн — вед гром овощехранилищ а не шубохранилищ ______… #бирюлево,3
Estraniero,  предполага убийц егор щербаков орха зейнал задержа в подмосков  мвд #бирюлево,2
Estraniero,все сосет сиськ мертв мам а там уж даж и молок нет тольк одн трупн слиз и вон #бирюлево _ & …,3
Estraniero,в кажд район москв в кажд город росс кажд ден жител прос навест порядок но их не слышат #бирюлево ,3
Estraniero,никак справедлив нельз доб ни в суд ни в полиц и эт закон #бирюлево ,3
Estraniero,в конституц не написа что у омон ест прав бит дубинк источник власт там нет ни слов про омон #бирюлево __…,3
Estraniero,так говор бирюлев «эт же клоак и я не зна куд отсюд валить» #бирюлево _…,3
Estraniero,вообщ люд треб от власт лиш обеспеч им прав ход по улиц без нож ил травмат в карман #бирюлево ,3
Estraniero,жител бирюлев вышл на улиц пот что уж не могл мир с состоян холодильн оборудован #бирюлево ,3
Estraniero,сам печальн итог погром в западн #бирюлево могут стат трудност с амнист для фигурант «болотн дела» …,3
Estraniero,  ряд с управ пыта перевернут газел #бирюлево,3
Estraniero,бода с мент со слов росс без путин и бода с люб друг слов —  больш разниц #бирюлево …,3
Estraniero,#навальный  хочет визов режим со стран средн аз и закавказ #бирюлево ,2
Estraniero,  полиц нашл на овощн баз в #бирюлево автомобил с деньга и оруж  гумвдр новост ждем наркотик,3
Estraniero,   тысяч  чел задержа на территор овощн баз в #бирюлево,2
Estraniero, __ к  истор овощебаз  #бирюлево,2
Estraniero, _ тем времен в мэр  #бирюлево,2
Estraniero,  беспорядк в бирюлев продолжен фот  #бирюлево,3
Estraniero,  фотограф беспорядк в бирюлев __… #бирюлево,3
Estraniero, _ #бирюлево ,2
Estraniero, __ поговарива собянин видел в зоопарк гост у страус спрята голов в песок вольер #бирюлево,3
Estraniero,русск бунт в бирюлев все тольк начина текст плакат станов страшн ___… #бирюлево,3
Estraniero, _ ___… и ещ бирюлев #бирюлево,2
Estraniero, __ смел и своевремен гумвд готов объяв в розыск подозрева в убийств в бирюлев #бирюлево,3
Estraniero,  прям тв трансляц из #бирюлево ! ,2
Estraniero,  избит фанат омоновц получат квартир в #бирюлево  мэр москв,2
Estraniero,  бирюлевотоварн  #бирюлево,2
Estraniero,эт вам не болотн эт #бирюлево ,3
Estraniero, _ уважа граждан просьб разойт и не меша зарабатыва деньг на приезж кавказц #бирюлево,3
Estraniero, __ в эт год жител #бирюлево нача отмеча курбанбайр досрочн,1
Estraniero, обществ не справля с приток мигрант #мигранты,3
Estraniero,а пок вся эт тысяч благополучн возвраща на рынок садовод   #мигранты #садовод,3
Estraniero,ещ  лет так политик — и москв преврат в москвабад #россия #мигранты …,3
ciperovich,#бирюлево провокатор о чем вообщ реч не лгите!  #эхо александр шумск бирюлев итог …,3
ciperovich,стат удал но кэш оста #мигранты #коррупция #бирюлево кто нибуд знает за что отвеча в стран путин ,3
ciperovich,стат удал но кэш оста #мигранты #коррупция #бирюлево кто нибуд знает за что отвеча в стран путин  & & & & &_ & …,3
ciperovich,страниц уж удал но кэш остался! #коррупция #мигранты #бирюлево кто нибуд знает за что отвеча в стран путин  & & & & &_ & …,3
ciperovich,#россия #азербайджан о тупоголов #бирюлево #мигранты банальноекак азербайджанц воспринима событ в бирюлев ,2
ciperovich,#бирюлево #мвд #скр #терроризм #мигранты главн садовод вахабизм толбо на бирюлевск овощн базе!!! ,3
ciperovich,эт умник тож дума что у них все схвачено! #скр #коррупция #мвд суд арестова глав сб овощебаз в #бирюлево  …,3
ciperovich,#коррупция #бирюлево #мигранты власт выраст на кавказ гнойник #эхо дмитр бык гнойник и овощн революц _…,3
ciperovich,#мигранты #москва #мвд #скр #собянин  владельц овощебаз в #бирюлево — самозванц …,3
ciperovich,#мигранты #москва #коррупция #криминал скандальн овощебаз в #бирюлево принос  млн доллар ежемесячн …,2
ciperovich,верн решение! #москва #бирюлево #полиция #мвд москвич у котор убийц снима жил получ  млн руб  …,1
ciperovich,#полиция задержа подозрева в убийств в #бирюлево всем #мвд #скр колокольцев респект брав господа!!!!,1
ciperovich,#криминал #мафия #оборотни #коррупция #бирюлево правозащитник рассказа как силовикикрышевалиовощебаз в бирюлев …,3
ciperovich,о правде!  бирюлев посл погромовмнен с улиц #бирюлево хорош тут стал а то заеба чубрек ,2
ciperovich,#коррупция #москва #бирюлево жител бирюлев вынуд префект выйт к люд …,2
ciperovich,реальн росс эт не лозунг эт констатац факт #коррупция #бирюлево чиновник коммерсант и мног мусор ,3
ciperovich,#бирюлево #россия наилучш тактикан призыва власт к изменениямвспышк беспорядк будут повторя и количеств перейдет в качеств,3
ciperovich,#бирюлево суд по по виде и комментар к нем #полиция хвата перв люб попа люд   …,3
ciperovich,власт дела все чтоб не пропуст информац о #бирюлево на федеральн уровен,3
ciperovich,зажра бояр прот народ #бирюлево #коррупция суд по виде с  имен #полиция провоцир беспорядк #!,3
ciperovich,ид в жоп с амнистией!издева #россия #мигранты — половин россия прот миграцион амнист   _…,3
ciperovich,#мигранты не говор об мигрантахговор о кавказ #эхо  борис немц миф и лож об этническ преступн _…,3
ciperovich,#мвд #коррупция #криминал #мигранты #москва в москв закроют ещ три десятк рынк  …,2
ciperovich,стат удал но кэш оста #мигранты #коррупция #бирюлево кто нибуд знает за что отвеча в стран путин ,3
ciperovich,стат удал но кэш оста #мигранты #коррупция #бирюлево кто нибуд знает за что отвеча в стран путин  & & & & &_ & …,3
ciperovich,страниц уж удал но кэш остался! #коррупция #мигранты #бирюлево кто нибуд знает за что отвеча в стран путин  & & & & &_ & …,3
ciperovich,эт уж удал но кэш не обманешь! #мигранты #бирюлёво #коррупция кто нибуд знает за что отвеча в стран путин  & & & & &_ & …,3
ciperovich,мигрант и их бизнес в росс #мигранты #коррупция столичн полицейск накр бордел с мигрант в зеленоград  __ …,3
ciperovich,#мвд #фмс #мигранты #москва #собянин   москв не нужда в привлечен мигрант …,2
ciperovich,#коррупция и отсутств визорганичны! #мигранты #эхо алекс навальн виз ил облав виз ил побор выбира …,3
ciperovich,#россия #азербайджан о тупоголов #бирюлево #мигранты банальноекак азербайджанц воспринима событ в бирюлев ,2
ciperovich,#бирюлево #мвд #скр #терроризм #мигранты главн садовод вахабизм толбо на бирюлевск овощн базе!!! ,3
ciperovich,наде что эт не показуха! #мигранты #коррупция #мвд в подмосков задержа  мигрант возбужд  уг дел …,1
ciperovich,деятел #жкх попались! #фмс #коррупция #мигранты #мвд  в подвал дом на юг москв незакон прожива  мигрант  ,3
ciperovich,#мигранты #криминал в жоп эт «трудолюбивое» #баку шпиг российск регион криминальн элементами! …,3
ciperovich,#коррупция #бирюлево #мигранты власт выраст на кавказ гнойник #эхо дмитр бык гнойник и овощн революц _…,3
ciperovich,#мигранты #москва #мвд #скр #собянин  владельц овощебаз в #бирюлево — самозванц …,3
ciperovich,#мигранты #москва #коррупция #криминал скандальн овощебаз в #бирюлево принос  млн доллар ежемесячн …,3
ciperovich,#россия #азербайджан #мигранты родител орха зейналов извин перед росс за сын  нтв ,1
ciperovich,в ближайш  лет жадност погуб многих! #россия #мигранты собянинвладельц овощебаз в бирюлев подвел жадност …,3
ciperovich,#коррупция #криминал #мигранты #москва в москв начина суд над серийн насильник из таджикиста  …,3
ciperovich,#москва #мигранты итартасс   #фмс  в росс наход  млн незакон мигрант   ,3
ciperovich,бояр теря доходн места! #москва #мигранты #коррупция снят с должност начальник овд по район западн бирюлев  &_ …,2
ciperovich,#мигранты #криминал #регионы на урал гражданин таджикиста обвиня в изнасилован …,3
urannews,бол  нелегальн мигрант выдвор посл проверок в #бирюлево.#москва,2
urannews,руководител охра овощебаз в #бирюлево арестова по дел о незакон мигрантах#москв,2
urannews,власт #бирюлево прос выяв сайт собра молодеж на сход#москв,2
urannews,предполага убийц щербаков в неофициальн разговор с полицейск призна вину#москв #бирюлево,2
urannews,"пуст фур нача пуска на территор овощебаз в московск #бирюлево, предпринимател дал врем на вывоз с баз товар #москва",3
urannews,ещ  участник событ в #бирюлево предсто заплат штраф#москв,3
urannews,"орха зейнал подозрева в убийств жител #бирюлево, при задержан в подмосковн коломн оказа сопротивлен полицейск",3
urannews,"подозрева в убийств молод человек котор в воскресен привел к беспорядк в #бирюлево, задержа в подмосковн коломне#москв",2
urannews,"владельц покровск овощебаз в район западн #бирюлево,оказавшейся в центр беспорядк не намер продава бизнес и уезжа из росс",1
urannews,член обществен палат дмитр галочкин в связ с беспорядк в западн #бирюлево в москв предлага расшир полномоч участков,1
urannews,изз закрыт баз в #бирюлево продукт не привезл в больниц   #москва,3
urannews,полиц в ход проверок на покровск овощебаз в #бирюлево выяв кана обналичиван денег#москв,3
urannews,посл комплексн проверк овощебаз в #бирюлево могут быт возбужд дел по ряд статей#москв,2
urannews,облав в #бирюлево выяв  квартир сдава вна задержа окол  мигрантов#москв,2
urannews,в москв изз беспорядк в бирюлев увол начальник увд по юао#москв #бирюлево,2
urannews,московск полиц прос гражда соблюда осторожн при встреч с возможн убийц егор щербакова#москв #бирюлево,2
urannews,"овощебаз в западн #бирюлево, оказа в центр беспорядк продолжа работа сообщ президент за нов черемушки#москв",2
urannews,азербайджанец орха зейнал предположительн явля бирюлевск убийцей#москв #бирюлево,2
urannews,начальник омвд по район #бирюлево-западное снят с должности#москв,2
urannews,овощебаз в #бирюлево потреб закр на  дне ил навсегда#москв,3
urannews,лдпр  ноябр в ден народн единств проведет митинг напрот тц бирюз в #бирюлево заяв лидер парт владимир жириновский#москв,2
urannews,мвд резонансн убийств жител #бирюлево будет раскрыт в ближайш время#москв,2
urannews,"руководств российск санитарн служб будет требова полн закрыт овощебаз в #бирюлево, где произошл массов беспорядки#москв",2
urannews,скр беспорядк в #бирюлево отчаст способствова бездейств местн чиновников#москв,3
urannews,машин с оруж и нескольк миллион рубл найд на овощебаз в #бирюлево.#москва,3
urannews,на причастн к преступлен проверя  человек задержа в #бирюлево.#москва,2
urannews,мосгордум во вторник собира специальн слушан по беспорядк в #бирюлево.#москва,2
urannews,онищенк объяв о закрыт овощн баз в #бирюлево.#москва,2
urannews,бол  задержа в #бирюлево привлекут к административн ответственности#москв,3
urannews,во врем задержан участник беспорядк у торгов центр бирюз пострада пятер полицейск #москва #бирюлево,3
urannews,инцидент в северовосточн округ в ход котор был задержа окол  человек не связа с событ в столичн район #бирюлево.,2
urannews,бол  человек обрат за медицинск помощ в ход событ в московск район западн #бирюлево.#москва,2
urannews,"в убийств егор щербаков котор спровоцирова беспорядк в московск район #бирюлево, подозрева торговец шаурмой#москв",2
urannews,митинг у тц бирюз на юг москв продолжа несмотр на задержания#москв #бирюлево,2
urannews,задержа активн участник беспорядк в бирюлев подогрева толпу#москв #бирюлево,2
urannews,полиц устанавлива анкетн дан предполага убийц егор щербаков чтоб официальн объяв ег в розыск#москв #бирюлево,2
urannews,основн улиц в бирюлев блокирова полиц продолжа задержания#москв #бирюлево,3
urannews,беспорядк в бирюлев западн фоторепортаж  #бирюлев #москва,3
urannews,во врем прорыв на обовщн баз в #бирюлево был разгромл палатки#москв,3
urannews,очевидц сообща что в #бирюлево на электричк едут футбольн фанаты#москв,2
urannews,в #бирюлево полиц уда рассея толп и основн масс собра повернул назад и ушл в сторон тц котор ран был разгромл,2
urannews,бол  человек провер на причастн к убийств в #бирюлево.#москва,2
urannews,за информац об убийц молод человек в #бирюлево объявл вознаграждение#москв,2
urannews,сотрудник правоохранительн орган пострада при разгон акц в #бирюлево.#москва,3
istina,игор иртен выраж аккуратн чтоб не был бед хорош бы к нам обратнопонаеха жиды… #бирюлево #мигранты,1
istina,антон орех  чтоб пойма обычн убийц нужн все ресурс полиц и фсб … #колокольцев #мигранты #бирюлево #мвд,3
istina,олег козыр  не сын одн министр оборон и не любовниц втор … #бирюлево #бунт #мвд #мигранты #беспредел #орхан,3
istina,собянин пообеща путин провен прописк у всех москвич #москва #бирюлево #бунт #миграция  …,2
istina,алекс навальн во что преврат правоохранительн систем … #навальный #бирюлево #пжив #бунт #мвд #navalny,3
istina,анастас миронов  русск будет один а кавказц придут всем аул … #мигранты #бирюлево #кавказ #фмс #национализм,3
istina,марат гельма  погром рынок и айд в бастил в смысл #мордовлаг) заключен освобожда _… #бирюлево #мигранты,3
istina, кремл приоритет  #бирюлево,3
istina,андр мальгин  призыв к навальн чтоб поеха в бирюлев утихомирива бунт … #навальный #бирюлево #бунт #navalny,2
istina,миха пашкин  жестк мер люд уж не запуга  будет ещ хуж … #бирюлево #мигранты #бунт #омон #фмс #полиция,3
istina,олег козыр  отставк путин отставк собянин разгон и люстрац едрос и силовик … #бирюлево #кавказ #мигранты,3
istina,алекс навальн  поддерж введен визов режим со стран средн аз и закавказ … #миграция #мигранты,3
istina, получ письм лучш люб колонк эксперт почита  #мигранты #миграция #визы,1
istina,юл латынин  орха зейналов не хот работа зач нам он в москв #мигранты #миграция #коррупция …,3
istina,у гражданин #таджикистан изъя в москв  килограмм наркотик  – героин и один – гашиш … #миграция #мигранты,3
istina,"андр мальгин  насад везд ручн #управление, а управля не хочет … #миграция #коррупция #путин #мигранты #пжив",3
istina,владимир мил  полност избав от всех нежелательн элемент котор зде миллион … #мигранты #миграция,3
istina,алекс навальн  поддерж веден визов режим со стран средн аз и закавказ … #навальный #мигранты,3
istina, эх москв  блог  борис немц виз и межнациональн конфликт  #мигранты #миграция #визы #кавказ,2
istina,“ несистемн ” #миграция #мигранты #виза #визы #навальный #navalny,3
istina,“ квартир москвич ждут тотальн проверк ” #мигранты #миграция #мвд #москва,2
istina,антон орех  чтоб пойма обычн убийц нужн все ресурс полиц и фсб … #колокольцев #мигранты #бирюлево #мвд,3
istina,олег козыр  не сын одн министр оборон и не любовниц втор … #бирюлево #бунт #мвд #мигранты #беспредел #орхан,3
istina,владимир познер  в ссср говор о дружб народ конечн эт был лож … #миграция #мигранты #национализм #лезгинка,3
istina,"  когд нача вся эт религиозн #истерика, сказа сложн  #мигранты #миграция #ислам #мракобесие #визы",3
istina, голос за визов реж граждан   #мигранты #миграция #ислам #мракобесие #виза #визы,3
istina,_ в центр петербург на глаз ошеломлен очевидц освежева бара виде  #мигранты #миграция #ислам,3
istina,алекс навальн  подойд к так правильн штук как оп цивилизова мир … #мигранты #миграция #визы #снг,1
istina,алекс навальн  ответ сраз всем  #навальный #мигранты #лезгинка #визы #миграция #плющев #виза #кавказ #navalny,2
istina,владимир варфоломе  предложен алексе навальн для гражда киргиз ил таджикиста … #мигранты #национализм,2
istina,в санктпетербург арестова предполага участник конфликт со стрельб … #санктпетербург #криминал #мигранты,2
istina,алекс навальн  голос за визов реж со стран средн аз и закавказ … #навальный #героин #мигранты #пжив,3
istina, в центр саратов массов драк … задержа один #саратов #мигранты #кавказ #национализм,3
istina,анастас миронов  русск будет один а кавказц придут всем аул … #мигранты #бирюлево #кавказ #фмс #национализм,3
istina,марат гельма  погром рынок и айд в бастил в смысл #мордовлаг) заключен освобожда _… #бирюлево #мигранты,3
istina,витал третьяк  нерусск переселя массов на корн покуп миграцион работник и милиц _… #мигранты #фмс,3
istina,миха пашкин  жестк мер люд уж не запуга  будет ещ хуж … #бирюлево #мигранты #бунт #омон #фмс #полиция,3
istina,олег козыр  отставк путин отставк собянин разгон и люстрац едрос и силовик … #бирюлево #кавказ #мигранты,3
istina,в петербург националист потреб отставк губернатор и руководител полиц #мигранты #криминал #полиция ,3
istina,в центр москв задержа вербовщик исламск экстремистск организац #ислам #киргизы #москва #мигранты …,3
RomanPomych,#бирюлево винтаж ,3
RomanPomych,#бирюлево погромн ,3
RomanPomych,#бирюлево пострада омон ,3
RomanPomych,#бирюлево ,2
RomanPomych,#бирюлево все для дом ,2
RomanPomych,#бирюлево народн сход ,2
RomanPomych,#бирюлево стоян ,2
RomanPomych,#бирюлево многострадальн газел ,3
RomanPomych,#бирюлево преступник поверж _,1
RomanPomych,#бирюлево ,2
RomanPomych,человек сто с плакат а я москвич треб найт убийц ряд с сотрудник полиц #бирюлево,2
RomanPomych,винтилов человек из префектур называ довольн курьезн случа #бирюлево,3
RomanPomych,врод болеемен успоко автобус полиц ещ сто #бирюлево,1
RomanPomych,бирюлев нэвэр слипс трансляц из #бирюлево ,3
RomanPomych,по сводк догадок личност убийц созда ощущен что все эт лучш сыщик в зван капита #бирюлево,3
RomanPomych,омон внов нача задержан #бирюлево,3
RomanPomych,скандир накипел #бирюлево,3
RomanPomych,какаят женщин пыта прорва в автозак не пуска #бирюлево,3
RomanPomych,опя волн задержан #бирюлево,3
RomanPomych,омон в лучш традиц избива лежач и унос #бирюлево,3
RomanPomych,больш количеств задержа #бирюлево,3
RomanPomych,для омон придет стро нов микрорайон #бирюлево,3
RomanPomych,омон с крик пошл ворва в толп #бирюлево,3
RomanPomych,омон рассека толп #бирюлево,3
RomanPomych,омон нача жестк работа дубинк внов задержан #бирюлево,3
RomanPomych,доста и журналист рп никулин он сейчас разговарива с полиц #бирюлево,3
RomanPomych,у торгов центр бирюз продолжен #бирюлево ,2
RomanPomych,сообща что над #бирюлево полицейск вертолет,2
RomanPomych,поливалка! #бирюлево,3
RomanPomych,чут не задержа корреспондент лайф #бирюлево,3
RomanPomych,оттесня оттесня ник не оставля за цепочк из мегафон полиц #бирюлево,3
RomanPomych,в одн из автозак задымлен откр люк #бирюлево,3
RomanPomych,освобожда проезж част проход на тратуар #бирюлево,2
RomanPomych,пар машин вв прикат вдобавок #бирюлево,3
RomanPomych,прикат тигр #бирюлево,3
RomanPomych,уеха один загружен автозак #бирюлево,3
RomanPomych,полицейск нача задержива сам активн понемног разгоня #бирюлево,3
RomanPomych,нача перв задержан #бирюлево,3
RomanPomych,подъеха пожарн машин омон блокирова люд на проезж част #бирюлево,3
SV_MARTYNOV,ещ один почетн гост выезд  _ в связ с событ в #бирюлево поднима вопрос о #днд. #сенеж ,2
SV_MARTYNOV,без комментар #курбанбайрам #москва #бирюлево ,3
SV_MARTYNOV,в москв перекрыт нескольк улиц сегодн неверн будут стоя в пробк и опаздыва на работ #курбанбайрам #бирюлево #москва,3
